rushing_yards,two_point_conversions,activated,fumbles_lost,receiving_touchdowns,name,extra_points_made,targets,opponent,receiving_average,rushing_touchdowns,passing_rating,game_date,season_week,home_or_away,team,passing_attempts,passing_completions,receiving_long,passing_touchdowns,receiving_yards,fumbles,passing_completion_percentage,passing_yards,player_id,week,receptions,played,rushing_attempts,position_category,passing_interceptions,year,rushing_long,rushing_average,field_goals_made,position,passing_yards_line,over_passing_yards,passing_touchdowns_line,over_passing_touchdowns,passing_interceptions_line,over_passing_interceptions,passing_attempts_line,over_passing_attempts,passing_completions_line,over_passing_completions,rushing_yards_line,over_rushing_yards,rushing_touchdowns_line,over_rushing_touchdowns,rushing_attempts_line,over_rushing_attempts,rushing_long_line,over_rushing_long,receiving_yards_line,over_receiving_yards,receiving_touchdowns_line,over_receiving_touchdowns,receptions_line,over_receptions,targets_line,over_targets,receiving_long_line,over_receiving_long,fumbles_line,over_fumbles,fumbles_lost_line,over_fumbles_lost,two_point_conversions_line,over_two_point_conversions
0.0,0.0,1,0.0,0.0,DeVonta Smith,0,4.2,NYG,-2.9,0.0,0,2024-10-20T13:00:00,2024_week_7,AWAY,PHI,0.0,0.0,0.0,0.0,-2.9,0.0,0,0.0,21687,7,2.1,1,0.0,OFF,0.0,2024,0.0,0,0,WR,3.0,0,0.0,0,4.5,0,1.5,0,2.5,0,2.5,0,4.5,0,3.5,0,3.5,0,2.5,0,4.5,0,2.0,1,4.0,1,4.0,0,3.5,0,4.0,0,4.5,0
0.0,0.0,1,0.0,2.1,Drake London,0,11.6,SEA,15.2,0.0,0,2024-10-20T13:00:00,2024_week_7,HOME,ATL,0.0,0.0,24.6,0.0,91.4,0.0,0,0.0,23151,7,12.6,1,0.0,OFF,0.0,2024,0.0,0,0,WR,2.5,0,3.0,0,5.0,0,1.0,0,4.5,0,0.0,0,3.5,0,4.5,0,0.5,0,85.0,1,2.0,1,12.5,1,11.0,1,26.0,0,1.5,0,2.0,0,2.0,0
83.7,0.0,1,0.0,0.0,Josh Jacobs,0,0.9,JAX,-1.3,0.9,0,2024-10-27T13:00:00,2024_week_8,AWAY,GB,0.0,0.0,0.0,0.0,-1.3,0.0,0,0.0,20824,8,0.4,1,16.5,OFF,0.0,2024,25.0,2.2,0,RB,3.0,0,1.5,0,5.0,0,3.0,0,2.0,0,90.0,0,1.0,0,18.0,0,24.0,1,0.5,0,2.5,0,0.5,0,1.0,0,3.5,0,2.0,0,4.0,0,2.5,0
38.2,0.0,1,0.0,0.0,Aaron Jones,0,0.9,LAR,12.2,0.0,0,2024-10-24T20:15:00,2024_week_8,AWAY,MIN,0.0,0.0,16.5,0.0,24.4,0.0,0,0.0,19045,8,0.9,1,12.5,OFF,0.0,2024,3.9,1.3,0,RB,4.5,0,2.0,0,0.5,0,2.0,0,0.5,0,34.5,1,2.5,0,13.5,0,4.0,0,25.0,0,5.0,0,1.0,0,1.0,0,16.5,0,4.0,0,1.0,0,0.0,0
0.0,0.0,1,0.0,0.0,Justin Jefferson,0,3.9,LAR,6.3,0.0,0,2024-10-24T20:15:00,2024_week_8,AWAY,MIN,0.0,0.0,17.8,0.0,75.8,0.0,0,0.0,21685,8,3.5,1,0.0,OFF,0.0,2024,0.0,0,0,WR,3.0,0,3.5,0,2.0,0,0.0,0,2.0,0,4.5,0,4.0,0,3.5,0,2.5,0,71.0,1,3.5,0,3.0,1,4.5,0,19.0,0,1.0,0,4.0,0,3.0,0
0.0,0.0,1,0.0,0.4,Ja'Marr Chase,0,4.8,PHI,2.6,0.0,0,2024-10-27T13:00:00,2024_week_8,HOME,CIN,0.0,0.0,5.6,0.0,35.6,0.0,0,0.0,22564,8,3.9,1,0.0,OFF,0.0,2024,0.0,0,0,WR,0.5,0,3.5,0,4.0,0,2.0,0,1.5,0,1.5,0,0.0,0,0.5,0,4.5,0,33.0,1,0.5,0,4.0,0,4.5,1,5.5,1,1.5,0,3.0,0,0.5,0
-0.7,0.0,1,0.0,0.0,Jordan Love,0,0.0,JAX,0,0.0,48.3,2024-10-27T13:00:00,2024_week_8,AWAY,GB,14.5,6.1,0.0,0.0,0.0,0.0,41.9,129.2,21841,8,0.0,1,0.4,OFF,0.0,2024,0.0,-0.7,0,QB,119.5,1,4.0,0,0.0,0,15.0,0,6.5,0,2.0,0,2.0,0,0.5,0,4.0,0,3.5,0,3.5,0,0.0,0,4.5,0,1.0,0,0.5,0,3.5,0,3.5,0
10.5,0.0,1,0.0,0.0,Geno Smith,0,0.0,BUF,0,0.0,51.7,2024-10-27T16:05:00,2024_week_8,HOME,SEA,19.1,13.8,0.0,0.0,0.0,0.4,47.7,139.7,14895,8,0.0,1,2.2,OFF,0.0,2024,5.6,1.4,0,QB,142.0,0,3.5,0,1.5,0,20.0,0,14.0,0,11.5,0,3.0,0,2.0,1,5.5,1,0.5,0,4.5,0,3.5,0,2.0,0,1.5,0,0.5,0,4.0,0,0.5,0
-2.6,0.0,1,0.0,0.0,Matthew Stafford,0,0.0,MIN,0,0.0,82.1,2024-10-24T20:15:00,2024_week_8,HOME,LAR,22.4,16.5,0.0,1.7,0.0,0.0,48.4,183.9,9038,8,0.0,1,1.3,OFF,0.0,2024,0.0,-0.9,0,QB,174.5,1,2.0,0,3.5,0,24.0,0,18.0,0,4.0,0,5.0,0,1.0,1,3.0,0,4.0,0,3.5,0,3.0,0,0.5,0,1.0,0,0.0,0,4.0,0,4.0,0
0.0,0.0,1,0.0,0.0,Pat Freiermuth,0,0.9,NYG,4.1,0.0,0,2024-10-28T20:15:00,2024_week_8,HOME,PIT,0.0,0.0,4.8,0.0,12.5,0.0,0,0.0,22507,8,0.9,1,0.0,OFF,0.0,2024,0.0,0,0,TE,1.5,0,5.0,0,3.5,0,1.0,0,1.0,0,3.5,0,4.5,0,1.5,0,3.5,0,11.5,1,1.0,0,1.0,0,1.0,0,5.5,0,3.0,0,1.0,0,2.0,0
32.3,0.0,1,0.0,0.0,Justin Herbert,0,0.0,NO,0,0.0,73.4,2024-10-27T16:05:00,2024_week_8,HOME,LAC,21.1,13.2,0.0,0.9,0.0,0.0,41.2,183.9,21681,8,0.0,1,1.7,OFF,0.0,2024,25.0,5.3,0,QB,193.5,0,1.0,0,4.0,0,20.5,1,14.0,0,30.5,1,4.0,0,2.0,0,26.0,0,4.0,0,2.0,0,3.0,0,2.5,0,2.0,0,4.0,0,1.0,0,1.0,0
0.0,0.0,1,0.0,0.4,George Kittle,0,3.0,DAL,14,0.0,0,2024-10-27T20:20:00,2024_week_8,HOME,SF,0.0,0.0,28.3,0.0,84.4,0.0,0,0.0,19063,8,2.6,1,0.0,OFF,0.0,2024,0.0,0,0,TE,0.0,0,1.5,0,2.5,0,0.5,0,3.0,0,1.5,0,4.5,0,5.0,0,3.5,0,89.5,0,0.5,0,2.5,1,3.5,0,30.0,0,2.0,0,1.0,0,3.5,0
6.5,0.0,1,0.0,0.0,Joe Burrow,0,0.0,PHI,0,0.0,55.8,2024-10-27T13:00:00,2024_week_8,HOME,CIN,24.4,17.1,0.0,0.4,0.0,0.0,46.3,154.2,21693,8,0.0,1,1.3,OFF,0.0,2024,3.5,2.2,0,QB,139.5,1,0.5,0,4.5,0,26.5,0,16.5,1,6.0,1,2.5,0,1.5,0,3.5,0,2.5,0,2.5,0,2.5,0,5.0,0,0.5,0,3.0,0,1.5,0,0.5,0
11.2,0.0,1,0.0,0.0,Patrick Mahomes,0,0.0,LV,0,0.0,63.7,2024-10-27T16:25:00,2024_week_8,AWAY,KC,25.0,17.8,0.0,0.9,0.0,0.0,46.9,172.7,18890,8,0.0,1,2.6,OFF,0.0,2024,6.1,1.2,0,QB,179.0,0,1.0,0,3.0,0,24.5,1,18.0,0,12.0,0,1.0,0,3.0,0,6.0,1,1.0,0,4.0,0,3.0,0,0.0,0,4.5,0,2.0,0,2.0,0,2.5,0
0.0,0.0,1,0.0,0.0,Zay Flowers,0,5.2,CLE,10.8,0.0,0,2024-10-27T13:00:00,2024_week_8,AWAY,BAL,0.0,0.0,19.1,0.0,75.8,0.0,0,0.0,23120,8,3.0,1,0.0,OFF,0.0,2024,0.0,0,0,WR,4.0,0,2.5,0,2.0,0,4.0,0,1.5,0,1.0,0,2.5,0,3.5,0,1.5,0,70.5,1,4.5,0,3.0,0,5.5,0,18.0,1,1.5,0,3.5,0,3.0,0
0.0,0.0,1,0.0,0.0,Davante Adams,0,2.6,NE,5.9,0.0,0,2024-10-27T13:00:00,2024_week_8,AWAY,NYJ,0.0,0.0,10.5,0.0,35.6,0.0,0,0.0,16470,8,1.7,1,0.0,OFF,0.0,2024,0.0,0,0,WR,3.5,0,1.5,0,1.0,0,3.0,0,5.0,0,2.0,0,1.0,0,2.0,0,3.0,0,34.0,1,2.5,0,2.0,0,2.5,1,10.5,0,2.0,0,4.5,0,3.5,0
69.2,0.0,1,0.0,0.0,Jonathan Taylor,0,0.4,HOU,5.2,0.4,0,2024-10-27T13:00:00,2024_week_8,AWAY,IND,0.0,0.0,5.2,0.0,5.2,0.0,0,0.0,21682,8,0.4,1,13.2,OFF,0.0,2024,18.5,2.3,0,RB,2.5,0,1.5,0,3.5,0,3.0,0,3.0,0,62.5,1,0.5,0,14.5,0,18.5,0,5.0,1,2.5,0,0.5,0,0.5,0,5.0,1,2.5,0,2.5,0,0.5,0
0.0,0.0,1,0.0,0.0,Chris Olave,0,6.1,LAC,5.8,0.0,0,2024-10-27T16:05:00,2024_week_8,AWAY,NO,0.0,0.0,18.5,0.0,70.5,0.0,0,0.0,22565,8,3.5,1,0.0,OFF,0.0,2024,0.0,0,0,WR,2.5,0,3.0,0,3.5,0,3.5,0,5.0,0,0.5,0,3.0,0,4.5,0,1.5,0,75.5,0,4.0,0,3.0,1,6.5,0,18.5,0,1.0,0,3.5,0,0.5,0
0.0,0.0,1,0.0,0.4,David Njoku,0,3.0,BAL,5.3,0.0,0,2024-10-27T13:00:00,2024_week_8,HOME,CLE,0.0,0.0,15.2,0.0,40.2,0.0,0,0.0,18876,8,2.2,1,0.0,OFF,0.0,2024,0.0,0,0,TE,3.5,0,1.5,0,3.5,0,1.0,0,2.5,0,4.0,0,2.0,0,4.5,0,2.0,0,43.5,0,0.5,0,2.0,1,3.0,0,15.0,1,0.0,0,1.5,0,4.5,0
0.0,0.0,1,0.0,0.0,Keenan Allen,0,3.0,WAS,12.9,0.0,0,2024-10-27T16:25:00,2024_week_8,AWAY,CHI,0.0,0.0,14.5,0.0,25.7,0.0,0,0.0,15076,8,0.9,1,0.0,OFF,0.0,2024,0.0,0,0,WR,4.0,0,1.0,0,3.0,0,4.5,0,4.0,0,4.0,0,4.0,0,1.0,0,5.0,0,25.0,1,1.0,0,1.0,0,3.0,0,13.0,1,2.5,0,1.5,0,0.5,0
85.0,0.0,1,0.0,0.0,D'Andre Swift,0,0.0,WAS,0,0.4,0,2024-10-27T16:25:00,2024_week_8,AWAY,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,21684,8,0.0,1,11.9,OFF,0.0,2024,36.9,3.1,0,RB,3.0,0,2.5,0,4.0,0,2.5,0,4.0,0,83.0,1,0.5,0,11.5,1,36.0,1,2.0,0,3.5,0,1.0,0,4.5,0,3.5,0,4.5,0,2.5,0,1.0,0
48.1,0.0,1,0.0,0.0,Derrick Henry,0,0.4,CLE,1.7,0.4,0,2024-10-27T13:00:00,2024_week_8,AWAY,BAL,0.0,0.0,1.7,0.0,1.7,0.0,0,0.0,17959,8,0.4,1,4.8,OFF,0.0,2024,25.7,2.9,0,RB,4.5,0,3.5,0,0.5,0,1.0,0,0.5,0,47.0,1,0.5,0,5.0,0,23.5,1,1.5,1,2.0,0,0.5,0,0.5,0,1.5,1,3.5,0,0.0,0,0.5,0
44.2,0.0,1,0.0,0.0,Alvin Kamara,0,4.8,LAC,4,0.0,0,2024-10-27T16:05:00,2024_week_8,AWAY,NO,0.0,0.0,24.4,0.0,36.2,0.0,0,0.0,18878,8,2.6,1,4.3,OFF,0.0,2024,15.8,2.9,0,RB,1.5,0,0.0,0,1.0,0,3.0,0,1.0,0,48.0,0,3.0,0,4.0,1,17.0,0,35.0,1,1.5,0,2.5,1,5.0,0,23.5,1,5.0,0,0.5,0,1.0,0
0.0,0.0,1,0.0,0.4,Sam LaPorta,0,2.6,TEN,3.5,0.0,0,2024-10-27T13:00:00,2024_week_8,HOME,DET,0.0,0.0,15.8,0.0,31.6,0.0,0,0.0,23141,8,2.6,1,0.0,OFF,0.0,2024,0.0,0,0,TE,4.5,0,1.0,0,2.0,0,3.5,0,1.0,0,3.0,0,4.0,0,4.5,0,1.0,0,31.5,1,0.5,0,2.5,1,2.5,1,14.5,1,2.5,0,0.5,0,3.5,0
0.0,0.0,1,0.0,0.9,CeeDee Lamb,0,11.2,SF,4.9,0.0,0,2024-10-27T20:20:00,2024_week_8,AWAY,DAL,0.0,0.0,19.1,0.0,96.2,0.0,0,0.0,21679,8,5.6,1,0.0,OFF,0.0,2024,0.0,0,0,WR,0.5,0,1.0,0,2.0,0,0.5,0,0.0,0,0.0,0,1.0,0,3.0,0,2.0,0,103.5,0,1.0,0,5.5,1,11.0,1,20.0,0,4.5,0,2.5,0,1.0,0
10.5,0.0,1,0.0,0.0,Kirk Cousins,0,0.0,TB,0,0.0,96.2,2024-10-27T13:00:00,2024_week_8,AWAY,ATL,19.1,15.2,0.0,1.7,0.0,0.4,52.3,181.9,14252,8,0.0,1,1.3,OFF,0.0,2024,5.6,2.3,0,QB,188.5,0,2.0,0,5.0,0,18.0,1,14.0,1,10.5,0,1.5,0,1.5,0,5.0,1,1.5,0,4.5,0,1.0,0,2.5,0,2.5,0,0.5,0,5.0,0,0.5,0
34.3,0.0,1,0.0,0.0,Austin Ekeler,0,1.3,CHI,1.3,0.0,0,2024-10-27T16:25:00,2024_week_8,HOME,WAS,0.0,0.0,2.2,0.0,2.6,0.0,0,0.0,19562,8,0.9,1,3.0,OFF,0.0,2024,19.1,3.2,0,RB,3.5,0,0.5,0,0.5,0,0.5,0,0.5,0,32.5,1,1.0,0,3.0,0,19.0,1,2.5,1,1.5,0,1.0,0,1.0,1,2.0,1,3.5,0,1.0,0,2.5,0
83.7,0.0,1,0.0,0.0,Jahmyr Gibbs,0,0.4,TEN,2.6,0.4,0,2024-10-27T13:00:00,2024_week_8,HOME,DET,0.0,0.0,2.6,0.0,2.6,0.0,0,0.0,23200,8,0.4,1,4.8,OFF,0.0,2024,46.1,5,0,RB,1.5,0,4.5,0,0.5,0,4.0,0,3.0,0,81.0,1,0.5,0,5.0,0,46.0,1,2.5,1,3.5,0,0.5,0,0.5,0,2.5,1,2.0,0,1.0,0,3.0,0
3.0,0.0,1,0.0,0.0,DJ Moore,0,1.7,WAS,5.9,0.0,0,2024-10-27T16:25:00,2024_week_8,AWAY,CHI,0.0,0.0,17.8,0.0,17.8,0.0,0,0.0,19844,8,0.9,1,0.9,OFF,0.0,2024,3.9,1.5,0,WR,1.5,0,3.5,0,0.5,0,1.0,0,3.0,0,3.0,0,0.0,0,1.0,0,3.5,1,18.5,0,5.0,0,1.0,0,2.0,0,18.0,0,2.5,0,5.0,0,2.5,0
-0.7,0.0,1,0.0,0.0,Dak Prescott,0,0.0,SF,0,0.0,52.2,2024-10-27T20:20:00,2024_week_8,AWAY,DAL,25.0,16.5,0.0,0.9,0.0,0.0,43.4,160.1,18055,8,0.0,1,0.4,OFF,0.0,2024,0.0,-0.7,0,QB,146.0,1,1.0,0,2.0,0,25.0,0,17.0,0,2.0,0,2.0,0,0.5,0,2.5,0,3.0,0,2.5,0,3.5,0,1.5,0,1.5,0,4.0,0,5.0,0,1.0,0
0.0,0.0,1,0.0,0.0,Amari Cooper,0,0.9,SEA,1.3,0.0,0,2024-10-27T16:05:00,2024_week_8,AWAY,BUF,0.0,0.0,1.3,0.0,1.3,0.0,0,0.0,16765,8,0.4,1,0.0,OFF,0.0,2024,0.0,0,0,WR,1.5,0,0.5,0,3.5,0,0.5,0,3.5,0,4.5,0,3.5,0,4.5,0,1.0,0,1.5,0,2.0,0,0.5,0,1.0,0,1.5,0,2.0,0,4.5,0,4.0,0
0.0,0.0,1,0.0,0.0,Aaron Rodgers,0,0.0,NE,0,0.0,73.3,2024-10-27T13:00:00,2024_week_8,AWAY,NYJ,18.5,11.2,0.0,0.9,0.0,0.0,40,153.5,2593,8,0.0,1,0.0,OFF,0.0,2024,0.0,0,0,QB,147.0,1,1.0,0,3.5,0,20.0,0,10.5,1,3.0,0,0.5,0,3.0,0,2.5,0,1.0,0,3.0,0,4.0,0,3.5,0,3.5,0,4.5,0,3.0,0,3.5,0
30.3,0.0,1,0.0,0.0,Lamar Jackson,0,0.0,CLE,0,0.0,67.1,2024-10-27T13:00:00,2024_week_8,AWAY,BAL,25.0,15.2,0.0,0.9,0.0,0.0,39.9,190.5,19781,8,0.0,1,3.5,OFF,0.0,2024,14.5,2.5,0,QB,198.5,0,1.0,0,3.0,0,25.5,0,15.5,0,31.5,0,4.5,0,3.5,0,15.0,0,3.0,0,4.5,0,1.5,0,1.0,0,5.0,0,1.0,0,3.5,0,3.0,0
36.9,0.0,1,0.0,0.0,Brock Purdy,0,0.0,DAL,0,0.4,75.3,2024-10-27T20:20:00,2024_week_8,HOME,SF,17.1,11.9,0.0,0.4,0.0,0.4,45.6,171.3,23241,8,0.0,1,3.5,OFF,0.0,2024,10.5,3,0,QB,157.5,1,0.5,0,2.0,0,16.0,1,12.0,0,39.0,0,0.5,0,3.5,0,9.5,1,4.5,0,2.5,0,1.0,0,5.0,0,2.0,0,0.5,0,5.0,0,3.5,0
41.5,0.0,1,0.0,0.4,Bijan Robinson,0,3.0,TB,2.6,0.0,0,2024-10-27T13:00:00,2024_week_8,AWAY,ATL,0.0,0.0,4.3,0.0,28.3,0.0,0,0.0,23189,8,3.0,1,5.6,OFF,0.0,2024,5.6,2.1,0,RB,0.0,0,4.0,0,0.0,0,5.0,0,3.0,0,44.5,0,2.0,0,5.0,1,6.0,0,28.0,1,0.5,0,3.0,0,3.0,0,4.5,0,3.5,0,2.0,0,4.5,0
-2.6,0.0,1,0.0,0.0,Stefon Diggs,0,3.9,IND,10.7,0.0,0,2024-10-27T13:00:00,2024_week_8,HOME,HOU,0.0,0.0,32.3,0.0,53.4,0.0,0,0.0,16906,8,2.2,1,0.4,OFF,0.0,2024,0.0,-2.6,0,WR,4.0,0,5.0,0,3.0,0,4.0,0,5.0,0,4.0,0,1.0,0,0.5,0,3.5,0,49.5,1,3.0,0,2.5,0,3.5,1,35.5,0,4.0,0,3.5,0,3.0,0
31.6,0.0,1,0.0,0.0,Rhamondre Stevenson,0,1.3,NYJ,2.5,0.9,0,2024-10-27T13:00:00,2024_week_8,HOME,NE,0.0,0.0,6.1,0.0,11.2,0.0,0,0.0,22546,8,1.3,1,13.2,OFF,0.0,2024,3.0,1,0,RB,2.5,0,3.0,0,1.0,0,3.0,0,3.5,0,31.5,1,1.0,0,13.0,1,2.5,1,12.0,0,1.5,0,1.5,0,1.5,0,6.0,1,3.5,0,3.0,0,4.5,0
52.7,0.0,1,0.0,0.0,Breece Hall,0,1.3,NE,3.9,0.0,0,2024-10-27T13:00:00,2024_week_8,AWAY,NYJ,0.0,0.0,3.9,0.0,3.9,0.4,0,0.0,22526,8,0.4,1,10.5,OFF,0.0,2024,10.5,2.2,0,RB,3.5,0,1.5,0,3.5,0,3.0,0,1.5,0,57.5,0,1.0,0,11.0,0,10.5,0,4.0,0,1.5,0,0.5,0,1.5,0,3.5,1,0.5,0,0.5,0,0.5,0
0.0,0.0,1,0.0,0.0,Christian Kirk,0,2.2,GB,19.4,0.0,0,2024-10-27T13:00:00,2024_week_8,HOME,JAX,0.0,0.0,21.7,0.0,38.9,0.0,0,0.0,19815,8,0.9,1,0.0,OFF,0.0,2024,0.0,0,0,WR,1.5,0,3.0,0,3.5,0,3.5,0,1.0,0,4.5,0,3.0,0,4.5,0,0.5,0,35.5,1,1.5,0,1.0,0,2.5,0,23.5,0,4.0,0,4.5,0,0.5,0
16.5,0.0,1,0.0,0.0,Josh Allen,0,0.0,SEA,0,0.0,67.8,2024-10-27T16:05:00,2024_week_8,AWAY,BUF,22.4,15.8,0.0,0.9,0.0,0.4,46.5,186.5,19801,8,0.0,1,3.0,OFF,0.0,2024,3.9,1.6,0,QB,196.5,0,1.0,0,2.5,0,20.5,1,16.0,0,17.0,0,3.5,0,3.0,0,4.0,0,2.0,0,1.0,0,0.5,0,1.0,0,2.5,0,0.5,0,4.5,0,0.5,0
5.6,0.0,1,0.0,0.0,Tua Tagovailoa,0,0.0,ARI,0,0.0,64.5,2024-10-27T13:00:00,2024_week_8,HOME,MIA,25.0,18.5,0.0,0.4,0.0,1.3,48.6,154.2,21677,8,0.0,1,1.3,OFF,0.0,2024,5.6,1.9,0,QB,153.0,1,0.5,0,0.0,0,26.5,0,20.5,0,5.5,1,5.0,0,1.0,1,5.0,1,1.5,0,2.0,0,4.0,0,2.5,0,2.0,0,1.5,0,4.5,0,1.0,0
0.0,0.0,1,0.0,0.0,Michael Pittman Jr.,0,2.6,HOU,10.5,0.0,0,2024-10-27T13:00:00,2024_week_8,AWAY,IND,0.0,0.0,10.5,0.0,10.5,0.0,0,0.0,21744,8,0.4,1,0.0,OFF,0.0,2024,0.0,0,0,WR,4.5,0,2.5,0,1.5,0,4.0,0,1.0,0,2.5,0,0.5,0,4.0,0,2.5,0,9.5,1,0.0,0,0.5,0,2.5,1,10.5,0,4.0,0,3.0,0,0.0,0
-6.6,0.0,1,0.4,0.0,C.J. Stroud,0,0.0,IND,0,0.0,65.6,2024-10-27T13:00:00,2024_week_8,HOME,HOU,24.4,16.5,0.0,0.4,0.0,0.4,44.5,187.8,23239,8,0.0,1,0.4,OFF,0.0,2024,0.0,-6.6,0,QB,186.0,1,0.5,0,3.5,0,26.0,0,17.5,0,2.0,0,4.5,0,0.5,0,4.0,0,0.0,0,3.5,0,3.5,0,3.0,0,0.5,0,0.5,0,0.5,0,5.0,0
0.0,0.0,1,0.0,0.4,Travis Kelce,0,5.2,LV,3.9,0.0,0,2024-10-27T16:25:00,2024_week_8,AWAY,KC,0.0,0.0,16.5,0.0,59.3,0.4,0,0.0,15048,8,4.3,1,0.0,OFF,0.0,2024,0.0,0,0,TE,1.0,0,1.5,0,3.5,0,4.0,0,0.0,0,2.0,0,3.5,0,0.5,0,2.5,0,58.0,1,0.5,0,4.5,0,5.0,1,17.0,0,0.5,0,4.0,0,4.0,0
0.0,0.0,1,0.0,0.4,Dalton Kincaid,0,3.0,SEA,3.4,0.0,0,2024-10-27T16:05:00,2024_week_8,AWAY,BUF,0.0,0.0,5.2,0.0,20.4,0.0,0,0.0,24102,8,1.7,1,0.0,OFF,0.0,2024,0.0,0,0,TE,2.5,0,3.5,0,1.0,0,4.5,0,1.0,0,2.0,0,1.0,0,4.0,0,5.0,0,19.5,1,0.5,0,1.5,1,3.0,0,5.5,0,5.0,0,1.5,0,3.5,0
4.3,0.0,1,0.4,0.0,Trevor Lawrence,0,0.0,GB,0,0.4,69,2024-10-27T13:00:00,2024_week_8,HOME,JAX,21.1,13.8,0.0,0.9,0.0,0.4,43.2,203.0,22490,8,0.0,1,1.7,OFF,0.0,2024,2.6,1.1,0,QB,192.5,1,1.0,0,1.5,0,19.5,1,14.5,0,4.5,0,0.5,0,1.5,1,2.5,1,1.5,0,2.0,0,2.5,0,0.5,0,2.0,0,0.5,0,0.5,0,0.5,0
0.0,0.0,1,0.0,0.0,Jaylen Waddle,0,2.6,ARI,4.9,0.0,0,2024-10-27T13:00:00,2024_week_8,HOME,MIA,0.0,0.0,13.2,0.0,29.7,0.0,0,0.0,22598,8,1.7,1,0.0,OFF,0.0,2024,0.0,0,0,WR,3.0,0,4.0,0,2.5,0,1.5,0,0.0,0,0.5,0,3.5,0,0.5,0,2.5,0,30.5,0,4.0,0,1.5,1,2.5,1,12.0,1,5.0,0,0.0,0,4.5,0
0.0,0.0,1,0.0,0.4,Amon-Ra St. Brown,0,0.9,TEN,1.5,0.0,0,2024-10-27T13:00:00,2024_week_8,HOME,DET,0.0,0.0,2.6,0.0,3.0,0.0,0,0.0,22587,8,0.9,1,0.0,OFF,0.0,2024,0.0,0,0,WR,5.0,0,5.0,0,4.5,0,3.0,0,2.0,0,4.5,0,3.5,0,5.0,0,2.5,0,3.5,0,0.5,0,1.0,0,1.0,0,3.0,0,3.0,0,3.0,0,0.5,0
1.3,0.0,1,0.4,0.0,Calvin Ridley,0,6.5,DET,6.2,0.0,0,2024-10-27T13:00:00,2024_week_8,AWAY,TEN,0.0,0.0,31.0,0.0,94.2,0.4,0,0.0,19802,8,4.3,1,0.4,OFF,0.0,2024,1.3,1.3,0,WR,3.0,0,0.5,0,4.5,0,2.5,0,4.0,0,1.5,0,1.5,0,0.5,0,1.0,1,95.5,0,0.5,0,4.0,1,6.0,1,32.0,0,0.5,0,0.5,0,4.0,0
34.3,0.0,1,0.0,0.0,Nick Chubb,0,0.9,BAL,0,0.0,0,2024-10-27T13:00:00,2024_week_8,HOME,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19798,8,0.0,1,10.5,OFF,0.0,2024,6.5,1.4,0,RB,2.5,0,1.5,0,4.5,0,4.5,0,0.0,0,36.0,0,0.5,0,9.5,1,7.0,0,3.0,0,1.5,0,1.0,0,1.0,0,0.5,0,4.5,0,0.5,0,3.0,0
71.2,0.0,1,0.0,0.0,Saquon Barkley,0,0.4,CIN,1.3,0.0,0,2024-10-27T13:00:00,2024_week_8,AWAY,PHI,0.0,0.0,1.3,0.0,1.3,0.0,0,0.0,19766,8,0.4,1,14.5,OFF,0.0,2024,12.5,2.1,0,RB,1.5,0,0.0,0,1.5,0,1.0,0,2.5,0,74.0,0,1.0,0,14.5,0,12.0,1,1.0,1,5.0,0,0.5,0,0.5,0,1.0,1,4.0,0,4.5,0,0.0,0
0.0,0.0,1,0.0,0.0,Tyreek Hill,0,3.9,ARI,5.2,0.0,0,2024-10-27T13:00:00,2024_week_8,HOME,MIA,0.0,0.0,19.8,0.0,47.4,0.0,0,0.0,18082,8,2.6,1,0.0,OFF,0.0,2024,0.0,0,0,WR,1.0,0,3.0,0,1.5,0,3.0,0,3.5,0,3.0,0,3.0,0,3.0,0,1.5,0,51.0,0,1.0,0,2.5,1,4.5,0,21.5,0,0.5,0,1.5,0,3.0,0
73.1,0.0,1,0.0,0.0,James Cook,0,1.3,SEA,3.2,0.9,0,2024-10-27T16:05:00,2024_week_8,AWAY,BUF,0.0,0.0,5.2,0.0,14.5,0.0,0,0.0,23247,8,1.3,1,11.2,OFF,0.0,2024,11.9,2.8,0,RB,0.0,0,2.5,0,2.5,0,4.0,0,2.5,0,74.5,0,1.0,0,11.5,0,12.5,0,14.0,1,1.0,0,1.5,0,1.0,1,5.5,0,1.5,0,4.5,0,1.5,0
4.8,0.0,1,0.0,0.0,Baker Mayfield,0,0.0,ATL,0,0.0,62.3,2024-10-27T13:00:00,2024_week_8,HOME,TB,33.0,24.4,0.0,1.3,0.0,0.4,48.8,217.5,19790,8,0.0,1,1.3,OFF,0.0,2024,4.3,1.6,0,QB,205.0,1,1.5,0,3.0,0,34.5,0,24.0,1,5.0,0,0.5,0,1.5,0,4.0,1,3.5,0,2.5,0,0.0,0,0.0,0,2.0,0,0.5,0,2.5,0,3.0,0
